$GPGGA,140057,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5A,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,40,15,59,75,46,18,57,269,49,24,56,115,46*79
$GPGSV,3,2,12,26,48,59,43,29,27,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,11,320,32,9,6,144,,16,4,311,*7C
$GPRMC,140058,A,4454.174,N,9325.0143,W,0.1,128.7,300508,1.1,E,A*24,,,,,,,
$GPGGA,140058,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*55,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,40,15,59,75,46,18,57,269,49,24,56,115,46*79
$GPGSV,3,2,12,26,48,59,43,29,27,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,11,320,32,9,6,144,,16,4,311,*7C
$GPRMC,140059,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*24,,,,,,,
$GPGGA,140059,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*54,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,40,15,59,75,46,18,57,269,49,24,56,115,46*79
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,11,320,32,9,6,144,,16,4,311,*7C
$GPRMC,140100,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*29,,,,,,,
$GPGGA,140100,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*59,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,40,15,59,75,46,18,57,269,49,24,56,115,46*79
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,11,320,32,9,6,144,,16,4,311,*7C
$GPRMC,140101,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*28,,,,,,,
$GPGGA,140101,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*58,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,40,15,59,75,46,18,57,269,49,24,56,115,46*79
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,11,320,33,9,6,144,,16,4,311,*7D
$GPRMC,140102,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2B,,,,,,,
$GPGGA,140102,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5B,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,40,15,59,75,46,18,57,269,49,24,56,115,46*79
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,11,320,33,9,6,144,,16,4,311,*7D
$GPRMC,140103,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2A,,,,,,,
$GPGGA,140103,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5A,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,11,320,33,9,6,144,,16,4,311,*7D
$GPRMC,140104,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2D,,,,,,,
$GPGGA,140104,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5D,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,11,320,33,9,6,144,,16,4,311,*7D
$GPRMC,140105,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2C,,,,,,,
$GPGGA,140105,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5C,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,11,320,33,9,6,144,,16,4,311,*7D
$GPRMC,140106,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2F,,,,,,,
$GPGGA,140106,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5F,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,11,320,33,9,6,144,,16,4,311,*7D
$GPRMC,140107,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2E,,,,,,,
$GPGGA,140107,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5E,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,11,320,33,9,6,144,,16,4,311,*7D
$GPRMC,140108,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*21,,,,,,,
$GPGGA,140108,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*51,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,11,320,33,9,6,144,,16,4,311,*7D
$GPRMC,140109,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*20,,,,,,,
$GPGGA,140109,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*50,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,12,320,33,9,6,144,,16,4,311,*7E
$GPRMC,140110,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*28,,,,,,,
$GPGGA,140110,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*58,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,12,320,33,9,6,144,,16,4,311,*7E
$GPRMC,140111,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*29,,,,,,,
$GPGGA,140111,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*59,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,12,320,33,9,6,144,,16,4,311,*7E
$GPRMC,140112,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2A,,,,,,,
$GPGGA,140112,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5A,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,33*7D
$GPGSV,3,3,12,8,14,60,,3,12,320,33,9,6,144,,16,4,311,*7E
$GPRMC,140113,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2B,,,,,,,
$GPGGA,140113,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5B,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,32*7C
$GPGSV,3,3,12,8,14,60,,3,12,320,33,9,6,144,,16,4,311,*7E
$GPRMC,140114,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2C,,,,,,,
$GPGGA,140114,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5C,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,32*7C
$GPGSV,3,3,12,8,14,60,,3,12,320,33,9,6,144,,16,4,311,*7E
$GPRMC,140115,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2D,,,,,,,
$GPGGA,140115,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5D,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,32*7C
$GPGSV,3,3,12,8,14,60,,3,12,320,33,9,6,144,,16,4,311,*7E
$GPRMC,140116,A,4454.174,N,9325.0143,W,0.1,128.7,300508,1.1,E,A*2F,,,,,,,
$GPGGA,140116,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5E,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,41,22,18,257,31*7F
$GPGSV,3,3,12,8,14,60,,3,12,320,33,9,6,144,,16,4,311,*7E
$GPRMC,140117,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2F,,,,,,,
$GPGGA,140117,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5F,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,40,22,18,257,32*7D
$GPGSV,3,3,12,8,14,60,,3,12,320,34,9,6,144,,16,4,311,*79
$GPRMC,140118,A,4454.174,N,9325.0143,W,0.1,128.7,300508,1.1,E,A*21,,,,,,,
$GPGGA,140118,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*50,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,46*77
$GPGSV,3,2,12,26,48,59,42,29,26,188,48,6,25,308,40,22,18,257,33*7C
$GPGSV,3,3,12,8,14,60,,3,12,320,34,9,6,144,,16,4,311,*79
$GPRMC,140119,A,4454.174,N,9325.0143,W,0.1,128.7,300508,1.1,E,A*20,,,,,,,
$GPGGA,140119,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*51,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,45*74
$GPGSV,3,2,12,26,48,59,41,29,26,188,47,6,25,308,40,22,18,257,34*77
$GPGSV,3,3,12,8,14,60,,3,12,320,35,9,6,144,,16,4,311,*78
$GPRMC,140120,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2B,,,,,,,
$GPGGA,140120,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5B,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,44*75
$GPGSV,3,2,12,26,48,59,41,29,26,188,47,6,25,308,40,22,18,257,34*77
$GPGSV,3,3,12,8,14,60,,3,12,320,35,9,6,144,,16,4,311,*78
$GPRMC,140121,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2A,,,,,,,
$GPGGA,140121,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5A,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,44*75
$GPGSV,3,2,12,26,48,59,41,29,26,188,47,6,25,308,40,22,18,257,35*76
$GPGSV,3,3,12,8,14,60,,3,12,320,35,9,6,144,,16,4,311,*78
$GPRMC,140122,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*29,,,,,,,
$GPGGA,140122,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*59,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,44*75
$GPGSV,3,2,12,26,48,59,41,29,26,188,47,6,25,308,40,22,18,257,36*75
$GPGSV,3,3,12,8,14,60,,3,12,320,35,9,6,144,,16,4,310,*79
$GPRMC,140123,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*28,,,,,,,
$GPGGA,140123,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*58,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,44*75
$GPGSV,3,2,12,26,48,59,41,29,26,188,47,6,25,308,40,22,18,257,36*75
$GPGSV,3,3,12,8,14,60,,3,12,320,35,9,6,144,,16,4,310,*79
$GPRMC,140124,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2F,,,,,,,
$GPGGA,140124,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5F,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,44*75
$GPGSV,3,2,12,26,48,59,41,29,26,188,47,6,25,308,40,22,18,257,36*75
$GPGSV,3,3,12,8,14,60,,3,12,320,35,9,6,144,,16,4,310,*79
$GPRMC,140125,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2E,,,,,,,
$GPGGA,140125,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5E,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,44*75
$GPGSV,3,2,12,26,48,59,40,29,26,188,47,6,25,308,40,22,18,257,36*74
$GPGSV,3,3,12,8,14,60,,3,12,320,35,9,6,144,,16,4,310,*79
$GPRMC,140126,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2D,,,,,,,
$GPGGA,140126,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5D,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,44*75
$GPGSV,3,2,12,26,48,59,41,29,26,188,47,6,25,308,40,22,18,257,36*75
$GPGSV,3,3,12,8,14,60,,3,12,320,35,9,6,144,,16,4,310,*79
$GPRMC,140127,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2C,,,,,,,
$GPGGA,140127,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5C,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,46,18,57,269,49,24,56,115,44*75
$GPGSV,3,2,12,26,48,59,41,29,26,188,47,6,25,308,40,22,18,257,36*75
$GPGSV,3,3,12,8,14,60,,3,12,320,34,9,6,144,,16,4,310,*78
$GPRMC,140128,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*23,,,,,,,
$GPGGA,140128,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*53,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,38,15,59,75,46,18,57,269,49,24,56,115,44*74
$GPGSV,3,2,12,26,48,59,41,29,26,188,47,6,25,308,40,22,18,257,36*75
$GPGSV,3,3,12,8,14,60,,3,12,320,34,9,6,144,,16,4,310,*78
$GPRMC,140129,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*22,,,,,,,
$GPGGA,140129,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*52,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,38,15,59,75,46,18,57,269,49,24,56,116,43*70
$GPGSV,3,2,12,26,48,59,41,29,26,188,47,6,25,308,40,22,18,257,36*75
$GPGSV,3,3,12,8,14,60,,3,12,320,34,9,6,144,,16,4,310,*78
$GPRMC,140130,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2A,,,,,,,
$GPGGA,140130,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5A,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,37,15,59,75,46,18,57,269,49,24,56,116,43*7F
$GPGSV,3,2,12,26,48,59,41,29,26,188,46,6,25,308,40,22,18,257,36*74
$GPGSV,3,3,12,8,14,60,,3,12,320,34,9,6,144,,16,4,310,*78
$GPRMC,140131,A,4454.174,N,9325.0143,W,0,128.7,300508,1.1,E,A*2B,,,,,,,
$GPGGA,140131,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5B,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,37,15,59,75,46,18,57,269,49,24,56,116,43*7F
$GPGSV,3,2,12,26,48,58,41,29,26,188,46,6,25,308,40,22,18,257,37*74
$GPGSV,3,3,12,8,14,60,,3,12,320,34,9,6,144,,16,4,310,*78
$GPRMC,140132,A,4454.174,N,9325.0143,W,0.3,128.7,300508,1.1,E,A*2B,,,,,,,
$GPGGA,140132,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*58,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,38,15,59,75,45,18,57,269,49,24,56,116,42*72
$GPGSV,3,2,12,26,48,58,41,29,26,188,46,6,25,308,40,22,18,257,38*7B
$GPGSV,3,3,12,8,14,60,,3,12,320,35,9,6,144,,16,4,310,*79
$GPRMC,140133,A,4454.174,N,9325.0143,W,0.5,94.2,300508,1.1,E,A*2F,,,,,,,
$GPGGA,140133,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*59,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,38,15,59,75,45,18,57,269,49,24,56,116,42*72
$GPGSV,3,2,12,26,48,58,42,29,26,188,46,6,25,308,40,22,18,257,38*78
$GPGSV,3,3,12,8,14,60,,3,12,320,36,9,6,144,,16,4,310,*7A
$GPRMC,140134,A,4454.174,N,9325.0143,W,1,66.2,300508,1.1,E,A*21,,,,,,,
$GPGGA,140134,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5E,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,38,15,59,75,45,18,57,269,49,24,56,116,42*72
$GPGSV,3,2,12,26,48,58,42,29,26,188,45,6,25,308,40,22,18,257,37*74
$GPGSV,3,3,12,8,14,60,,3,12,320,36,9,6,144,,16,4,310,*7A
$GPRMC,140135,A,4454.174,N,9325.0143,W,1.6,43.7,300508,1.1,E,A*24,,,,,,,
$GPGGA,140135,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5F,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,38,15,59,75,45,18,57,269,49,24,56,116,43*73
$GPGSV,3,2,12,26,48,58,42,29,26,188,44,6,25,308,40,22,18,257,36*74
$GPGSV,3,3,12,8,14,60,,3,12,320,36,9,6,144,,16,4,310,*7A
$GPRMC,140136,A,4454.174,N,9325.0143,W,2.1,25.7,300508,1.1,E,A*23,,,,,,,
$GPGGA,140136,4454.174,N,9325.0143,W,1,9,1.1,289.8,M,-30.7,M,,*5C,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,45,18,57,269,49,24,56,116,43*72
$GPGSV,3,2,12,26,48,58,42,29,26,188,44,6,25,308,40,22,18,257,36*74
$GPGSV,3,3,12,8,14,60,,3,12,320,36,9,6,144,,16,4,310,*7A
$GPRMC,140137,A,4454.1739,N,9325.0162,W,2.1,11.3,300508,1.1,E,A*2C,,,,,,,
$GPGGA,140137,4454.1739,N,9325.0162,W,1,9,1.1,294.7,M,-30.7,M,,*53,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,44,18,57,269,49,24,56,116,43*73
$GPGSV,3,2,12,26,48,58,42,29,26,188,44,6,25,308,40,22,18,257,36*74
$GPGSV,3,3,12,8,14,60,,3,12,320,36,9,6,144,,16,4,310,*7A
$GPRMC,140138,A,4454.1743,N,9325.0169,W,2.1,342.6,300508,1.1,E,A*25,,,,,,,
$GPGGA,140138,4454.1743,N,9325.0169,W,1,9,1.1,295.6,M,-30.7,M,,*5A,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,44,18,57,269,49,24,56,116,43*73
$GPGSV,3,2,12,26,48,58,42,29,26,188,44,6,25,308,40,22,18,257,36*74
$GPGSV,3,3,12,8,14,60,,3,12,320,36,9,6,144,,16,4,310,*7A
$GPRMC,140139,A,4454.1746,N,9325.0176,W,2.1,328.2,300508,1.1,E,A*27,,,,,,,
$GPGGA,140139,4454.1746,N,9325.0176,W,1,9,1.1,295.9,M,-30.7,M,,*5F,,,,,
$GPGSA,A,3,21,15,18,24,26,29,6,22,,3,,,2,1.1,01.7*04,,
$GPGSV,3,1,12,21,75,306,39,15,59,75,44,18,57,269,49,24,56,116,43*73
$GPGSV,3,2,12,26,48,58,42,29,26,188,44,6,25,308,41,22,18,257,36*75
$GPGSV,3,3,12,8,14,60,,3,12,320,36,9,6,144,,16,4,310,*7A
$GPRMC,140140,A,4454.1749,N,9325.0182,W,2.1,321.2,300508,1.1,E,A*24,,,,,,,
$GPGGA,140140,4454.1749,N,9325.0182,W,1,9,1.1,295.8,M,-30.7,M,,*54,,,,,
